survey_date,survey_name,zone_id,zone_name,tree_id,longitude,latitude,GBH,height,images_overall,images_leaves,images_flowers,images_fruits,name_th,name_en,species_id,scientific_name,local_name,type,DBH_cm,WS_kg,WB_kg,WL_kg,AGB_kg,BGB,TotalBiomass_kg,CarbonStock_kgC,Sequestration_kgCO2e,Sequestration_tCO2e
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B010,98.35271893,7.89551002,157,10.6,https://drive.google.com/open?id=15jrpjol_Ymxalc12Ci4d-RBgsGUGjJOF,https://drive.google.com/open?id=1cRQALcvoZTWmsW8OX-kGBfrPQyOqqEAr,,,แซะ,Siamese Rough Bush,SP038,Streblus asper,ข่อย,ป่าเบญจพรรณ,49.95,527.32,121.43,14.67,663.42,179.12,842.55,412.93,1514.08,1.51
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B011,98.35295824,7.89551591,51,4.6,https://drive.google.com/open?id=1tNi2FnJLUOeczJm2ktd3_SvFbIzxOfJe,https://drive.google.com/open?id=1nunkchxl9unmWm_xe7I9KBllMyrsrXGN,,,แซะ,Siamese Rough Bush,SP038,Streblus asper,ข่อย,ป่าเบญจพรรณ,16.23,29.73,5.12,1.21,36.05,9.73,45.78,22.44,82.27,0.08
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B012,98.35331817,7.89558912,81,8.6,https://drive.google.com/open?id=1MRA42HJOKeUfoR-lwuajvEE3jYkFKc3-,https://drive.google.com/open?id=1NDloiVgGHPzR4BK_ihX4JZrmQIofGHrt,,,ปาล์มใบพัด,Fan Palm,SP016,Licuala spinosa Thunb.,ปาล์มใบพัด,กลุ่มปาล์ม,25.77,0.00,0.00,0.00,87.60,35.92,123.52,51.01,187.05,0.19
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B013,98.35316520,7.89574650,87,6,https://drive.google.com/open?id=1nKzO1Z84swJrHaBV4bmLuHdVO9vYk8yc,https://drive.google.com/open?id=1sGhQXKUT4g06LypMxoikcKEpdI45eG-X,,,แซะ,Siamese Rough Bush,SP038,Streblus asper,ข่อย,ป่าเบญจพรรณ,27.68,103.13,20.13,3.97,127.23,34.35,161.58,79.19,290.36,0.29
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B014,98.35327147,7.89589949,107,12.9,https://drive.google.com/open?id=1i7f9uYJX6aSVbmh55pQfq45Och8U0H7x,https://drive.google.com/open?id=1pa8fkmreDwNAdlqZAjFyWaI-xHMmcTNF,,,ตะเคียน,Iron Wood,SP020,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,34.05,309.76,116.36,14.87,440.99,119.07,560.06,269.22,987.14,0.99
2026-03-26,นางสาววรรณชนก อมิตรสูญ,B,B : สนามฟุตบอล,B015,98.35320649,7.89598181,98,11.2,https://drive.google.com/open?id=1D7ZKuFbwSkNh3j68YOV4WFnaVhgvZm3o,https://drive.google.com/open?id=1KXqxS2mNn48KquQdYjX1TH9gfIIuRy3z,,,ตะเคียน,Iron Wood,SP020,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,31.18,230.47,84.02,12.16,326.65,88.20,414.85,199.42,731.20,0.73
2026-03-30,นางสาวภิญญาดา หอมจันทร์,B,B : สนามฟุตบอล,B016,98.35178400,7.89603600,37,5.8,https://drive.google.com/open?id=1RxHW_r3YUTz2KvVUNA5bUR95JdO3n9Yf,https://drive.google.com/open?id=1Cfi85Q9FFpEguxEc0eFpRZAagVmd1byc,,,มะค่าโมง,Black Rosewood,SP030,Afzelia xylocarpa ( Kurz) Craib,"มะค่าใหญ่ , มะค่าหลวง",ป่าเบญจพรรณ,11.77,20.28,3.36,0.83,24.46,6.61,31.07,15.23,55.83,0.06
2026-03-30,นางสาวภิญญาดา หอมจันทร์,B,B : สนามฟุตบอล,B017,98.35173900,7.89597300,67.2,6.9,https://drive.google.com/open?id=1aO5cSwTvTpEemtFfBcW4vS89Do-yXYAW,,,,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,SP017,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,21.38,0.00,0.00,0.00,71.74,29.41,101.16,41.78,153.18,0.15
2026-03-30,นางสาวภิญญาดา หอมจันทร์,B,B : สนามฟุตบอล,B018,98.35174000,7.89617100,86,10.6,https://drive.google.com/open?id=1bvU6-_gr63_digyNlxWPTX9wgJWDhsyt,https://drive.google.com/open?id=1maSrynavy5-3zWsbcUnJzJy1Ln156Im6,,,หางนกยูงฝรั่ง,Royal Poinciana,SP035,Delonix regia,หางนกยูง,ป่าเบญจพรรณ,27.36,171.60,35.27,6.24,213.10,57.54,270.64,132.64,486.35,0.49
2026-03-30,นางสาวภิญญาดา หอมจันทร์,B,B : สนามฟุตบอล,B019,98.35178600,7.89614700,244.2,9.8,https://drive.google.com/open?id=1D9-QPmBeReGDfqfD7S9-8F9WaKQye1cZ,https://drive.google.com/open?id=1nKxAKpsrcPOSdNl1X5RabHzcDdl9LAPz,,,ตีนเป็ด,Devil Tree,SP012,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,77.70,1117.19,477.84,27.56,1622.59,438.10,2060.68,990.57,3632.09,3.63
2026-03-30,นางสาวภิญญาดา หอมจันทร์,B,B : สนามฟุตบอล,B020,98.35198300,7.89596700,60,6.7,https://drive.google.com/open?id=1OKfxSiMq7e6AYocAGtgMXgin8FDJfuFW,https://drive.google.com/open?id=1aUDIeDQYQJzqpx5mQ8wKc7FlSLf-ocB_,,,นนทรี,Yellow Flame Tree,SP043,Peltophorum pterocarpum,"นนทรี , นนทรีเหลือง",ป่าเบญจพรรณ,19.09,57.16,10.51,2.28,69.95,18.89,88.84,43.54,159.64,0.16
2026-03-30,นาย ปรเมศวร์ นุ่มศึก,B,B : สนามฟุตบอล,B021,98.35162200,7.89629300,38.6,6.2,https://drive.google.com/open?id=1kz3PqeQJxWuW2Qw1_q1j1foTG0qdHzxz,https://drive.google.com/open?id=1mnWo9GjJOGs_wYDQIMF__v-SQnJXMQun,,,นนทรี,Yellow Flame Tree,SP043,Peltophorum pterocarpum,"นนทรี , นนทรีเหลือง",ป่าเบญจพรรณ,12.28,23.35,3.92,0.95,28.23,7.62,35.85,17.57,64.42,0.06
2026-03-30,นาย ปรเมศวร์ นุ่มศึก,B,B : สนามฟุตบอล,B022,98.35152000,7.89618000,31,5.4,https://drive.google.com/open?id=1NOBQdJFN8BmQ2IdgVX3mM18J94FYPvwx,https://drive.google.com/open?id=1sfJrijub_u8wcb7e7quqCf4W5GzW4CEJ,https://drive.google.com/open?id=13pyQzxy_EO9EwAKLPv08cx3dCMpWqZJW,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,9.86,13.64,3.73,0.94,18.32,4.95,23.26,11.18,41.00,0.04
2026-03-30,นาย ปรเมศวร์ นุ่มศึก,B,B : สนามฟุตบอล,B023,98.35344900,7.89650600,49.4,6,https://drive.google.com/open?id=1YuaSEyGcGiSX72Rb_wEqd4NH7aN0zfLm,https://drive.google.com/open?id=1ZHoUWtcSnkHRLFnUpAS8ZZay8faTSh0n,,,กระถิน,Lead Tree,SP025,Leucaena leucocephala,กระถินไทย,ป่าเบญจพรรณ,15.72,35.89,6.30,1.45,43.63,11.78,55.41,27.16,99.58,0.10
2026-03-30,นาย ปรเมศวร์ นุ่มศึก,B,B : สนามฟุตบอล,B024,98.35323900,7.89624500,49.2,2.8,https://drive.google.com/open?id=1U5Pca1YI1tADUFVgdGxIN2uNuzTS_hUx,https://drive.google.com/open?id=1YAKWRDN70wMrMtlYCh5M3VrpqtQ7ngP4,https://drive.google.com/open?id=1Zt5GFtL4yLAysa_ELhNReIEMNX0X1heW,,หมาก,Areca Palm,SP002,Areca catechu,"หมาก, หมากสง",กลุ่มปาล์ม,15.65,0.00,0.00,0.00,28.76,11.79,40.56,16.75,61.42,0.06
2026-03-30,นาย ปรเมศวร์ นุ่มศึก,B,B : สนามฟุตบอล,B025,98.35321300,7.89601200,102.6,8.8,https://drive.google.com/open?id=1mkcaQu1uxMa8u8yRosq1h28OzNE2KqCj,https://drive.google.com/open?id=1s-xG7s5b5Teb5K8Mp5VRi7ONk3i8vWfR,,,ขี้เหล็ก,Kassod Tree,SP023,Senna siamea,ขี้เหล็ก,ป่าเบญจพรรณ,32.65,200.49,41.86,7.12,249.47,67.36,316.83,155.28,569.35,0.57
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B026,98.35328600,7.89591800,52,6.2,https://drive.google.com/open?id=1ID5iGB9Ht2JQIOh-QQ7mI-R9fSZ0i7i8,https://drive.google.com/open?id=1I12xJEV8qszHR2tW3suryMEm8k8jzvzD,,,จามจุรี,Rain Tree,SP034,Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,16.55,40.72,7.23,1.64,49.59,13.39,62.98,30.87,113.18,0.11
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B027,98.35339800,7.89572800,65,10.1,https://drive.google.com/open?id=10mCQylnQdDZnH1IqAzGXNexalhcBcTtm,https://drive.google.com/open?id=1CP6zDohzCcKtIFI01tEc6lZEKUbQsaw8,,,จามจุรี,Rain Tree,SP034,Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,20.68,97.31,18.88,3.76,119.96,32.39,152.34,74.66,273.77,0.27
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B028,98.35329000,7.89553000,187,10.7,https://drive.google.com/open?id=1FVWOCAWyQbrzILgtSDphQpSvYiIl9Qeb,https://drive.google.com/open?id=1cNwfVuPsEzyU3RFbvbqbcjCSBI1mzf0n,,,มะฮอกกานี,Mahogany,SP026,Swietenia mahogany (L.) Jacq.,-,ป่าดิบชื้น,59.50,737.10,302.28,23.63,1063.01,287.01,1350.02,648.95,2379.50,2.38
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B029,98.35321600,7.89556800,116.2,6.2,https://drive.google.com/open?id=19rwi-yEupEpuMPoeU5fl3naiiKHV5zAB,https://drive.google.com/open?id=192jmAAWWdwgKKMEWl-M8Q-eprwMMZ-2C,,,ควีนปาล์ม,Queen Palm,SP031,Syagrus romanzoffiana,ปาล์มราชินี,กลุ่มปาล์ม,36.97,0.00,0.00,0.00,64.94,26.62,91.56,37.81,138.65,0.14
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B030,98.35304600,7.89549100,120,9.2,https://drive.google.com/open?id=1NrafTZke9sADA843xJyPDTpkP-62nwOZ,https://drive.google.com/open?id=1CFJ2J9JC_jQ-OXQokqc6lrrbpni32rdQ,,,ตีนเป็ด,Devil Tree,SP012,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,38.18,279.90,104.07,13.91,397.88,107.43,505.31,242.90,890.64,0.89
2026-03-30,นาย เศรษฐพงศ์ บัวสวัสดิ์,B,B : สนามฟุตบอล,B031,98.35293900,7.89542500,91,8.5,https://drive.google.com/open?id=19qakKPpeSEawrRdBKSqg62XVOSD-CAxl,https://drive.google.com/open?id=1VQWxApFNQkXyfuBCY4c9kHfQQRQrZQnm,https://drive.google.com/open?id=1GK3TMT5r67-lfUnHdtsNK-vP97FBvhiJ,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,28.95,155.19,54.36,9.02,218.56,59.01,277.58,133.43,489.25,0.49
2026-03-30,นางสาวญาณิศา ทองจีน,B,B : สนามฟุตบอล,B032,98.35268100,7.89538600,70.4,7.3,https://drive.google.com/open?id=1kOtYCI1YhXYArFBHWwrMg8YDsbzS5zlb,https://drive.google.com/open?id=1KVbvC7CA-E83vI8o7KLRZ7WNfEhlDbxa,https://drive.google.com/open?id=1aMjmjZVn6VON6pSd-DKJsmkAZnRejFRu,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,22.40,83.43,27.44,5.34,116.21,31.38,147.58,70.94,260.13,0.26
2026-03-30,นางสาวญาณิศา ทองจีน,B,B : สนามฟุตบอล,B033,98.35255000,7.89551500,200.2,7.4,https://drive.google.com/open?id=1ip24jkhv3RhuVgWyBzxwQGhS5uAU_dR3,https://drive.google.com/open?id=1yNz39Ep_s8uLeU5vs0r3ssG-9ceYX4oq,,,บัวสวรรค์,Gustavia,SP018,Gustavia gracillima,กัสตาเวีย บัวฝรั่ง,ป่าดิบชื้น,63.70,593.50,238.11,21.44,853.05,230.32,1083.37,520.78,1909.51,1.91
2026-03-30,นางสาวญาณิศา ทองจีน,B,B : สนามฟุตบอล,B034,98.35231600,7.89548400,229,9.9,https://drive.google.com/open?id=1lyEL2pFhbYJ_-JPat9YCnLdQa5WLJ3QK,https://drive.google.com/open?id=1P8dkVWk5Sbl40nVoqv_yAY5wQuNtXzHh,,,บัวสวรรค์,Gustavia,SP018,Gustavia gracillima,กัสตาเวีย บัวฝรั่ง,ป่าดิบชื้น,72.86,1000.41,423.14,26.56,1450.12,391.53,1841.65,885.28,3246.03,3.25
2026-03-30,นางสาวญาณิศา ทองจีน,B,B : สนามฟุตบอล,B035,98.35203000,7.89544500,47.8,6.2,https://drive.google.com/open?id=1tFPwCLOdhUCvGhSmfWMkTX3UBjuljoZF,https://drive.google.com/open?id=1l8RIdUJGZQAAE6CELmycj1M1yw7qFUPZ,,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,15.21,34.80,10.48,2.37,47.64,12.86,60.50,29.08,106.64,0.11
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C001,98.35365262,7.89429050,436,18.4,https://drive.google.com/open?id=1XXiK_LtQ0blpNkBN80fw3xfgbM5gGpx8,https://drive.google.com/open?id=1F1HkqZnhewFkV_lDjF614OpvfMqr9OFt,,,จามจุรี,Rain Tree,SP034,Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,138.73,5926.86,1743.49,34.90,7705.26,2080.42,9785.67,4795.96,17585.18,17.59
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C002,98.35374810,7.89437704,94.8,9.4,https://drive.google.com/open?id=1SQH_quBE6E_0YuVKovFFFEfnf4rwKuSm,https://drive.google.com/open?id=15j2SIHfMhiwkWmtCi46SHYsDL-JYHByX,,,มะม่วง,Mango,SP027,Mangifera indica,มะม่วง,ป่าดิบชื้น,30.16,183.98,65.56,10.30,259.83,70.15,329.99,158.62,581.62,0.58
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C003,98.35384700,7.89422630,84.6,14.6,https://drive.google.com/open?id=1dhDWkayiUFMg_n8k-JZxhYb6ekTnfNE_,https://drive.google.com/open?id=1oR7EdqMi3YVU6O3QT3CSFUr695B0lGDc,,,ยางนา,Resin Tree,SP042,Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,26.92,224.33,81.56,11.93,317.82,85.81,403.63,194.02,711.42,0.71
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C004,98.35397193,7.89405867,148.5,23.3,https://drive.google.com/open?id=1dPc_Rof2mhIaIvklJeJOPJR9OUGl0mZv,https://drive.google.com/open?id=1GQkICTZcAMgOlhvUBmprw9mCUTHfNDcI,,,ยางนา,Resin Tree,SP042,Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,47.25,990.80,418.66,26.48,1435.94,387.70,1823.64,876.62,3214.29,3.21
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C005,98.35384666,7.89394641,68.7,14.1,https://drive.google.com/open?id=1xDNXJ9T7DePXaf2IpIMojAhR6DgCSYt8,https://drive.google.com/open?id=1T97OSNW-KccjwJAa5Utgbrb0COEYOLo6,https://drive.google.com/open?id=10LxlUdkteb9v0vEB2P1zHXfhP9UviemD,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,21.86,147.28,51.31,8.65,207.24,55.95,263.19,126.52,463.89,0.46
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C006,98.35394598,7.89366565,158.8,12.6,https://drive.google.com/open?id=1Ck2YxC1mBo-keNTBNWpdoRpvUKIts9Nq,https://drive.google.com/open?id=1_H6UEVivOkgKI64ZhmshGBevArPMILqb,,,ปาล์มใบพัด,Fan Palm,SP016,Licuala spinosa Thunb.,ปาล์มใบพัด,กลุ่มปาล์ม,50.53,0.00,0.00,0.00,122.02,50.03,172.05,71.06,260.54,0.26
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C007,98.35366500,7.89349359,30,3,https://drive.google.com/open?id=14MQogqCJE1Pr3tcA0vLzVAkXa5W_7vzD,https://drive.google.com/open?id=1xv5XslvD0eN2I_vFCzjWvpStUU6p5GyB,,,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,SP017,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,9.55,0.00,0.00,0.00,31.07,12.74,43.81,18.09,66.35,0.07
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C008,98.35371347,7.89334545,58,6.8,https://drive.google.com/open?id=1UWu5h1IvXurkFxS9afu5_qLoq0uLQsM9,https://drive.google.com/open?id=1BAwhrVnNNdE9qDYoD0clcgECNiGaSNDb,,,สนประดิพัทธ์,Sea Pine,SP036,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,18.45,54.40,9.95,2.17,66.53,17.96,84.50,41.41,151.84,0.15
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C009,98.35346423,7.89303282,54.6,6.9,https://drive.google.com/open?id=1ZjHdEi9_CuBOwjEqDEsMYR1s9z2-oxM_,https://drive.google.com/open?id=1IWiJmqfTuZ6-cR5zODfiJvBCWWJbo_Ul,,,อินทนิล,Queen’s Flower,SP033,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,17.37,49.27,15.37,3.30,67.93,18.34,86.28,41.47,152.07,0.15
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C010,98.35256045,7.89311827,92,8.5,https://drive.google.com/open?id=1autfUJLKLfrEbLHW9LyEBXeiix5J6tvL,https://drive.google.com/open?id=1Nx7ENQEUR9jLGsqbfxiwoVvQO-ZVsooV,,,ตะเคียน,Iron Wood,SP020,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,29.27,158.39,55.59,9.16,223.14,60.25,283.39,136.22,499.49,0.50
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C011,98.35230206,7.89290190,84.8,6.2,https://drive.google.com/open?id=1jBKaBzMmJZ_X5K6-3MDwDsquAd7RUahJ,https://drive.google.com/open?id=1ueDBhRtSYqqCKpn33YW_m2kqjuOa_mSg,,,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,SP017,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,26.98,0.00,0.00,0.00,64.94,26.62,91.56,37.81,138.65,0.14
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C012,98.35174986,7.89318331,104,11.5,https://drive.google.com/open?id=1-hUIz_1-xkpXABQDIILKGv9dp2D6rEO1,https://drive.google.com/open?id=1yQ5SNE5xcH2L7u6Pmgg2UeSCuvTx5Evi,,,ประดู่,Burmese Padauk,SP005,Pterocarpus macrocarpus,ประดู่,ป่าเบญจพรรณ,33.09,263.91,56.66,8.90,329.47,88.96,418.43,205.07,751.94,0.75
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C013,98.35174634,7.89337611,89,9.4,https://drive.google.com/open?id=1A5Wb-fCU90abTIx5r5-gcFPZgULBApK3,https://drive.google.com/open?id=1DEIqq_BoWIKae6i2Sc9XBNhzDRzkx9Rx,,,จำปา,Champak,SP010,Magnolia champaca,จำปาทอง,ป่าดิบชื้น,28.32,163.54,57.59,9.40,230.52,62.24,292.77,140.73,516.02,0.52
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C014,98.35144915,7.89409096,76.8,7.1,https://drive.google.com/open?id=1kSFATn20qMO4amrNI4QbCuYtaVFlEtHu,https://drive.google.com/open?id=1X62YdlZtReCvktS0a7Vj1qAi4Fn2Yh9Z,,,หูกระจง,Black Olive,SP004,Terminalia ivorensis,หูกระจง,ป่าดิบชื้น,24.44,95.62,31.89,6.02,133.53,36.05,169.58,81.52,298.89,0.30
2026-03-17,นายสรศักดิ์ พันธุ์กา,C,C : อาคารเรียน,C015,98.35165905,7.89446745,91,8.5,https://drive.google.com/open?id=10Cq5WN27rX5t0SotEApVhDDScjiK9vwR,https://drive.google.com/open?id=1eYPVQvP9WTIb5atDwTaXekuVoksFnfB5,,,หูกระจง,Black Olive,SP004,Terminalia ivorensis,หูกระจง,ป่าดิบชื้น,28.95,155.19,54.36,9.02,218.56,59.01,277.58,133.43,489.25,0.49
2026-03-17,นางสาวภิญญาดา หอมจันทร์,C,C : อาคารเรียน,C016,98.35348200,7.89464200,71,5.7,https://drive.google.com/open?id=1aKgystVchSIGmIX1_WgnazmvgHsmAxpW,https://drive.google.com/open?id=18KLcdvtJWk8uTq9QinI63BiEsY8of3q9,,,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,SP017,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,22.59,0.00,0.00,0.00,59.96,24.58,84.55,34.92,128.03,0.13
2026-03-17,นาย ปรเมศวร์ นุ่มศึก,C,C : อาคารเรียน,C017,98.35364800,7.89440100,80,10.5,https://drive.google.com/open?id=1j6Q6mN11e6R2wlxjkJSntxBLY2nVxhce,https://drive.google.com/open?id=16VDdJC3FCOt_D7ScnTVUZdcaBXO_7HnF,https://drive.google.com/open?id=11t0pxGPquwnheKMy2WssKRultgkVMZnE,,ศรีตรัง,Jacaranda,SP021,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,25.45,148.62,51.83,8.71,209.16,56.47,265.64,127.69,468.21,0.47
2026-03-17,นางสาวญาณิศา ทองจีน,C,C : อาคารเรียน,C018,98.35361000,7.89462200,98,6.6,https://drive.google.com/open?id=16bH4dSzKyjBdGkrtLBWvpU56_OVzHL1i,https://drive.google.com/open?id=1P1YkrA-Q5OQApM6h_ev1ivjp5qiIgnLz,,,ปีบ,Indian Cork Tree,SP019,Millingtonia hortensis,กาสะลอง,ป่าเบญจพรรณ,31.18,140.74,28.35,5.25,174.34,47.07,221.42,108.52,397.89,0.40
2026-03-17,นางสาวญาณิศา ทองจีน,C,C : อาคารเรียน,C019,98.35356800,7.89469800,103,5.9,https://drive.google.com/open?id=11U8MiZqyl5JoaAgtpANIRfsTq4HjsNtS,https://drive.google.com/open?id=1xEID08k7OdO8JtvjiNfeqp1p1Q2jy48M,https://drive.google.com/open?id=1HKsNlGSSLWhnkXNEXLziQBIS_0VmauHf,https://drive.google.com/open?id=1oddG3c7t5aKvTy5mPfmZsgf89QCp3gcC,สาละลังกา,Cannonball Tree,SP008,Couroupita guianensis Aubl.,ลูกปืนใหญ่,ป่าดิบชื้น,32.77,139.10,48.18,8.26,195.54,52.80,248.34,119.37,437.71,0.44
